0	3
0	89
0	1
0	90
0	88
0	91
0	92
0	93
0	94
0	95
0	96
0	97
0	98
0	99
0	2
0	4
0	5
0	6
0	7
0	8
0	10
0	11
0	14
0	15
0	16
0	17
0	18
0	19
0	20
0	21
0	22
0	23
0	24
0	25
0	26
0	28
0	29
0	30
0	31
1	3
1	89
1	88
1	90
1	91
1	92
1	93
1	94
1	95
1	96
1	97
1	98
1	99
1	2
1	4
1	5
1	6
1	7
1	8
1	10
1	11
1	14
1	15
1	16
1	17
1	18
1	19
1	20
1	21
1	22
1	23
1	24
1	25
1	26
1	28
1	29
1	30
1	31
2	3
2	89
2	90
2	88
2	91
2	92
2	93
2	94
2	95
2	96
2	97
2	98
2	99
2	4
2	5
2	6
2	7
2	8
2	10
2	11
2	14
2	15
2	16
2	17
2	19
2	20
2	21
2	22
2	23
2	24
2	25
2	26
2	28
2	29
2	30
2	31
3	88
3	89
3	90
3	91
3	92
3	93
3	94
3	95
3	96
3	97
3	98
3	99
3	4
3	5
3	6
3	7
3	8
3	10
3	11
3	14
3	15
3	16
3	17
3	18
3	19
3	20
3	21
3	22
3	23
3	24
3	25
3	26
3	28
3	29
3	30
3	31
4	89
4	90
4	88
4	91
4	92
4	93
4	94
4	95
4	96
4	97
4	98
4	99
4	5
4	6
4	7
4	8
4	10
4	11
4	14
4	15
4	16
4	17
4	18
4	19
4	20
4	21
4	22
4	23
4	24
4	25
4	26
4	28
4	29
4	30
4	31
5	89
5	90
5	88
5	91
5	92
5	93
5	94
5	95
5	96
5	97
5	98
5	99
5	6
5	7
5	8
5	10
5	11
5	14
5	15
5	16
5	17
5	18
5	19
5	20
5	21
5	22
5	23
5	24
5	25
5	26
5	28
5	29
5	30
5	31
6	89
6	90
6	88
6	91
6	92
6	93
6	94
6	95
6	96
6	97
6	98
6	99
6	7
6	8
6	10
6	11
6	14
6	15
6	16
6	17
6	18
6	19
6	20
6	21
6	22
6	23
6	24
6	25
6	26
6	28
6	29
6	30
6	31
7	89
7	90
7	88
7	91
7	92
7	93
7	94
7	95
7	96
7	97
7	98
7	99
7	8
7	10
7	11
7	14
7	15
7	16
7	17
7	18
7	19
7	20
7	21
7	22
7	23
7	24
7	25
7	26
7	28
7	29
7	30
7	31
8	89
8	90
8	88
8	91
8	92
8	93
8	94
8	95
8	96
8	97
8	98
8	99
8	10
8	11
8	14
8	15
8	16
8	17
8	18
8	19
8	20
8	21
8	22
8	23
8	24
8	25
8	26
8	28
8	29
8	30
8	31
9	49
9	31
9	12
10	89
10	90
10	88
10	91
10	92
10	93
10	94
10	95
10	96
10	97
10	98
10	99
10	11
10	14
10	15
10	16
10	17
10	18
10	19
10	20
10	21
10	22
10	23
10	24
10	25
10	26
10	28
10	29
10	30
10	31
11	89
11	90
11	88
11	91
11	92
11	93
11	94
11	95
11	96
11	97
11	98
11	99
11	14
11	15
11	16
11	17
11	18
11	19
11	20
11	21
11	22
11	23
11	24
11	25
11	26
11	28
11	29
11	30
11	31
12	49
12	31
13	86
13	84
13	55
14	89
14	90
14	88
14	91
14	92
14	93
14	94
14	95
14	96
14	97
14	98
14	99
14	15
14	16
14	17
14	18
14	19
14	20
14	21
14	22
14	23
14	24
14	25
14	26
14	28
14	29
14	30
14	31
15	89
15	90
15	88
15	91
15	92
15	93
15	94
15	95
15	96
15	97
15	98
15	99
15	16
15	17
15	18
15	19
15	20
15	21
15	22
15	23
15	24
15	25
15	26
15	28
15	29
15	30
15	31
16	89
16	90
16	88
16	91
16	92
16	93
16	94
16	95
16	96
16	97
16	98
16	99
16	17
16	18
16	19
16	20
16	21
16	22
16	23
16	24
16	25
16	26
16	28
16	29
16	30
16	31
17	89
17	90
17	88
17	91
17	92
17	93
17	94
17	95
17	96
17	97
17	98
17	99
17	18
17	19
17	20
17	21
17	22
17	23
17	24
17	25
17	26
17	28
17	29
17	30
17	31
18	89
18	90
18	88
18	91
18	92
18	93
18	94
18	96
18	97
18	98
18	99
18	19
18	20
18	22
18	23
18	25
18	26
18	28
18	29
18	30
18	31
19	89
19	90
19	88
19	91
19	92
19	93
19	94
19	95
19	96
19	97
19	98
19	99
19	20
19	21
19	22
19	23
19	24
19	25
19	26
19	28
19	29
19	30
19	31
20	89
20	90
20	88
20	91
20	92
20	93
20	94
20	95
20	96
20	97
20	98
20	99
20	21
20	22
20	23
20	24
20	25
20	26
20	28
20	29
20	30
20	31
21	89
21	90
21	88
21	91
21	92
21	93
21	94
21	95
21	96
21	97
21	98
21	99
21	22
21	23
21	24
21	25
21	26
21	28
21	29
21	30
21	31
22	89
22	90
22	88
22	92
22	93
22	94
22	95
22	96
22	97
22	98
22	99
22	23
22	24
22	25
22	26
22	28
22	29
22	30
22	31
23	89
23	90
23	88
23	91
23	92
23	93
23	94
23	95
23	96
23	97
23	98
23	99
23	24
23	25
23	26
23	28
23	29
23	30
23	31
24	89
24	90
24	88
24	91
24	92
24	93
24	94
24	95
24	96
24	97
24	98
24	99
24	25
24	26
24	28
24	29
24	30
24	31
25	89
25	90
25	88
25	91
25	92
25	93
25	94
25	95
25	96
25	97
25	98
25	99
25	26
25	28
25	29
25	30
25	31
26	89
26	90
26	88
26	91
26	92
26	93
26	94
26	95
26	96
26	97
26	98
26	99
26	28
26	29
26	30
26	31
27	54
27	86
28	89
28	90
28	88
28	91
28	92
28	93
28	94
28	95
28	96
28	97
28	98
28	99
28	29
28	30
28	31
29	89
29	90
29	88
29	91
29	92
29	93
29	94
29	95
29	96
29	97
29	98
29	99
29	30
29	31
30	89
30	90
30	92
30	93
30	94
30	95
30	96
30	97
30	98
30	99
30	31
31	90
31	88
31	91
31	92
31	93
31	94
31	95
31	96
31	97
31	98
31	99
32	86
32	87
33	86
33	87
34	86
35	86
35	80
35	81
35	63
35	82
35	65
35	66
35	67
35	71
35	72
35	73
36	86
36	80
36	81
36	63
36	82
36	65
36	66
36	67
36	69
36	71
36	72
36	73
37	86
37	53
37	87
37	76
37	58
37	47
37	38
37	39
38	86
38	76
38	58
39	86
39	76
39	58
40	86
41	86
42	86
42	43
43	86
44	86
45	86
46	86
47	86
47	53
47	87
47	76
47	58
48	57
48	82
49	54
49	80
49	81
49	82
49	50
49	51
49	60
49	61
49	62
49	63
49	64
49	65
49	66
49	67
49	68
49	69
49	70
49	71
49	72
49	73
49	75
50	54
50	80
50	81
50	82
50	51
50	60
50	61
50	62
50	63
50	64
50	65
50	66
50	67
50	68
50	69
50	70
50	71
50	72
50	73
50	75
51	54
51	80
51	81
51	82
51	60
51	63
51	65
51	66
51	67
51	71
51	72
51	73
52	86
52	85
53	86
53	87
53	58
55	86
55	84
56	63
57	82
58	86
58	87
58	76
59	60
59	61
59	75
60	80
60	81
60	63
60	82
60	61
60	62
60	64
60	65
60	66
60	67
60	68
60	69
60	70
60	71
60	72
60	73
60	75
61	80
61	81
61	63
61	82
61	62
61	64
61	65
61	66
61	67
61	68
61	69
61	70
61	71
61	72
61	73
61	75
62	80
62	81
62	63
62	82
62	64
62	65
62	66
62	67
62	68
62	69
62	70
62	71
62	72
62	73
62	75
63	80
63	81
63	90
63	82
63	64
63	65
63	66
63	67
63	68
63	69
63	70
63	71
63	72
63	73
63	75
64	80
64	81
64	82
64	65
64	66
64	67
64	68
64	69
64	70
64	71
64	72
64	73
64	75
65	80
65	81
65	82
65	90
65	66
65	67
65	68
65	69
65	70
65	71
65	72
65	73
65	75
66	80
66	81
66	82
66	90
66	67
66	68
66	69
66	70
66	71
66	72
66	73
66	75
67	80
67	81
67	82
67	68
67	69
67	70
67	71
67	72
67	73
67	75
68	80
68	81
68	82
68	69
68	70
68	71
68	72
68	73
68	75
69	80
69	81
69	82
69	90
69	70
69	71
69	72
69	73
69	75
70	80
70	81
70	82
70	71
70	72
70	73
70	75
71	80
71	81
71	82
71	90
71	72
71	73
72	80
72	81
72	82
72	90
72	73
73	80
73	81
73	82
73	90
74	82
75	80
75	81
75	82
76	86
76	87
77	80
77	81
78	86
79	86
80	81
80	90
80	82
81	90
81	82
82	90
83	86
84	86
85	86
86	87
88	89
88	90
88	91
88	92
88	93
88	94
88	95
88	96
88	97
88	98
88	99
89	90
89	91
89	92
89	93
89	94
89	95
89	96
89	97
89	98
89	99
90	91
90	92
90	93
90	94
90	95
90	96
90	97
90	98
90	99
91	92
91	93
91	94
91	95
91	96
91	97
91	98
91	99
92	93
92	94
92	95
92	96
92	97
92	98
92	99
93	94
93	95
93	96
93	97
93	98
93	99
94	95
94	96
94	97
94	98
94	99
95	96
95	97
95	98
95	99
96	97
96	98
96	99
97	98
97	99
98	99
